identifier,book_id,page_number,ground_truth_label,predicted_label,prob_advertisement,prob_cover,prob_story,prob_textstory,prob_first-page,prob_credits,prob_art,prob_text,prob_back_cover
witchblade issue173 - Unknown_page_29,witchblade issue173 - Unknown,29,advertisement,advertisement,0.751,0.019,0.022,0.016,0.016,0.018,0.038,0.037,0.084
witchblade issue173 - Unknown_page_30,witchblade issue173 - Unknown,30,advertisement,advertisement,0.734,0.019,0.021,0.017,0.02,0.017,0.045,0.044,0.084
witchblade issue173 - Unknown_page_31,witchblade issue173 - Unknown,31,back_cover,advertisement,0.574,0.023,0.028,0.018,0.021,0.025,0.049,0.033,0.23
Dissonance 001_page_0,Dissonance 001,0,credits,art,0.258,0.222,0.047,0.022,0.06,0.034,0.272,0.025,0.06
Dissonance 001_page_1,Dissonance 001,1,cover,advertisement,0.485,0.084,0.032,0.02,0.052,0.034,0.17,0.06,0.062
Dissonance 001_page_2,Dissonance 001,2,credits,credits,0.022,0.038,0.023,0.028,0.033,0.565,0.032,0.238,0.021
Dissonance 001_page_3,Dissonance 001,3,first-page,story,0.021,0.04,0.446,0.02,0.29,0.032,0.094,0.025,0.033
Dissonance 001_page_4,Dissonance 001,4,story,story,0.021,0.037,0.43,0.02,0.307,0.033,0.092,0.029,0.03
Dissonance 001_page_5,Dissonance 001,5,story,first-page,0.026,0.028,0.336,0.02,0.366,0.035,0.126,0.035,0.029
Dissonance 001_page_6,Dissonance 001,6,story,story,0.021,0.056,0.424,0.022,0.27,0.045,0.101,0.025,0.036
Dissonance 001_page_7,Dissonance 001,7,story,story,0.022,0.053,0.467,0.02,0.245,0.044,0.089,0.024,0.037
Dissonance 001_page_8,Dissonance 001,8,story,story,0.022,0.051,0.482,0.021,0.239,0.032,0.095,0.021,0.036
Dissonance 001_page_9,Dissonance 001,9,story,story,0.021,0.036,0.519,0.022,0.226,0.028,0.091,0.025,0.032
Dissonance 001_page_10,Dissonance 001,10,story,story,0.021,0.054,0.466,0.023,0.238,0.038,0.101,0.023,0.036
Dissonance 001_page_11,Dissonance 001,11,story,story,0.023,0.044,0.483,0.023,0.248,0.031,0.096,0.024,0.03
Dissonance 001_page_12,Dissonance 001,12,story,story,0.02,0.034,0.483,0.022,0.25,0.023,0.112,0.025,0.031
Dissonance 001_page_13,Dissonance 001,13,story,first-page,0.027,0.055,0.309,0.018,0.355,0.029,0.15,0.019,0.039
Dissonance 001_page_14,Dissonance 001,14,story,story,0.021,0.044,0.474,0.023,0.256,0.028,0.1,0.023,0.03
Dissonance 001_page_15,Dissonance 001,15,story,story,0.022,0.047,0.44,0.021,0.277,0.03,0.108,0.022,0.033
Dissonance 001_page_16,Dissonance 001,16,story,story,0.021,0.045,0.467,0.022,0.263,0.031,0.094,0.025,0.032
Dissonance 001_page_17,Dissonance 001,17,story,story,0.02,0.065,0.46,0.021,0.234,0.044,0.094,0.024,0.038
Dissonance 001_page_18,Dissonance 001,18,story,story,0.02,0.039,0.468,0.018,0.266,0.034,0.092,0.026,0.036
Dissonance 001_page_19,Dissonance 001,19,story,story,0.022,0.053,0.421,0.02,0.278,0.044,0.102,0.023,0.036
Dissonance 001_page_20,Dissonance 001,20,story,story,0.021,0.061,0.412,0.021,0.274,0.032,0.122,0.02,0.037
Dissonance 001_page_21,Dissonance 001,21,story,story,0.022,0.055,0.488,0.025,0.22,0.036,0.1,0.023,0.032
Dissonance 001_page_22,Dissonance 001,22,story,story,0.021,0.045,0.522,0.025,0.21,0.029,0.094,0.024,0.031
Dissonance 001_page_23,Dissonance 001,23,story,story,0.021,0.046,0.488,0.024,0.239,0.028,0.1,0.023,0.031
Dissonance 001_page_24,Dissonance 001,24,story,story,0.022,0.035,0.418,0.021,0.292,0.021,0.134,0.024,0.033
Dissonance 001_page_25,Dissonance 001,25,story,story,0.021,0.045,0.491,0.023,0.238,0.029,0.097,0.023,0.033
Dissonance 001_page_26,Dissonance 001,26,art,advertisement,0.721,0.026,0.024,0.017,0.021,0.016,0.052,0.035,0.086
Dissonance 001_page_27,Dissonance 001,27,art,advertisement,0.56,0.022,0.034,0.019,0.032,0.023,0.066,0.043,0.201
Dissonance 001_page_28,Dissonance 001,28,advertisement,advertisement,0.346,0.206,0.032,0.019,0.037,0.06,0.183,0.026,0.091
Dissonance 001_page_29,Dissonance 001,29,back_cover,advertisement,0.655,0.014,0.023,0.017,0.015,0.021,0.038,0.067,0.149
Analog 003_page_0,Analog 003,0,cover,cover,0.028,0.658,0.024,0.015,0.029,0.036,0.172,0.011,0.027
Analog 003_page_1,Analog 003,1,credits,credits,0.029,0.033,0.024,0.021,0.032,0.592,0.048,0.17,0.05
Analog 003_page_2,Analog 003,2,art,story,0.021,0.032,0.416,0.022,0.302,0.022,0.128,0.03,0.027
Analog 003_page_3,Analog 003,3,art,story,0.02,0.029,0.395,0.021,0.319,0.024,0.131,0.031,0.03
Analog 003_page_4,Analog 003,4,first-page,story,0.02,0.029,0.384,0.021,0.32,0.022,0.142,0.032,0.03
Analog 003_page_5,Analog 003,5,story,story,0.02,0.033,0.421,0.022,0.295,0.022,0.132,0.027,0.029
Analog 003_page_6,Analog 003,6,story,story,0.021,0.028,0.384,0.02,0.324,0.024,0.132,0.037,0.029
Analog 003_page_7,Analog 003,7,story,story,0.02,0.03,0.353,0.02,0.33,0.023,0.158,0.035,0.03
Analog 003_page_8,Analog 003,8,story,story,0.02,0.032,0.416,0.021,0.3,0.024,0.129,0.029,0.029
Analog 003_page_9,Analog 003,9,story,story,0.019,0.043,0.43,0.02,0.286,0.028,0.118,0.024,0.032
Analog 003_page_10,Analog 003,10,story,story,0.021,0.038,0.411,0.02,0.298,0.024,0.135,0.024,0.03
Analog 003_page_11,Analog 003,11,story,story,0.02,0.039,0.384,0.019,0.32,0.027,0.134,0.025,0.031
Analog 003_page_12,Analog 003,12,story,story,0.021,0.025,0.344,0.025,0.321,0.027,0.138,0.069,0.029
Analog 003_page_13,Analog 003,13,art,story,0.02,0.032,0.404,0.02,0.31,0.025,0.13,0.029,0.03
Analog 003_page_14,Analog 003,14,first-page,story,0.021,0.05,0.479,0.025,0.239,0.028,0.106,0.023,0.03
Analog 003_page_15,Analog 003,15,story,story,0.022,0.025,0.37,0.023,0.321,0.025,0.138,0.048,0.029
Analog 003_page_16,Analog 003,16,credits,story,0.02,0.036,0.407,0.019,0.313,0.028,0.12,0.026,0.031
Analog 003_page_17,Analog 003,17,first-page,story,0.021,0.034,0.413,0.02,0.303,0.025,0.128,0.027,0.03
Analog 003_page_18,Analog 003,18,art,story,0.02,0.042,0.447,0.021,0.273,0.027,0.115,0.024,0.032
Analog 003_page_19,Analog 003,19,art,story,0.02,0.036,0.429,0.02,0.29,0.025,0.123,0.025,0.033
Analog 003_page_20,Analog 003,20,first-page,story,0.019,0.034,0.432,0.02,0.288,0.022,0.127,0.027,0.03
Analog 003_page_21,Analog 003,21,story,story,0.02,0.055,0.487,0.024,0.224,0.033,0.1,0.023,0.033
Analog 003_page_22,Analog 003,22,story,story,0.02,0.041,0.41,0.021,0.3,0.027,0.126,0.026,0.029
Analog 003_page_23,Analog 003,23,story,story,0.02,0.027,0.361,0.021,0.334,0.023,0.143,0.04,0.03
Analog 003_page_24,Analog 003,24,story,story,0.02,0.038,0.438,0.021,0.285,0.027,0.115,0.026,0.03
Analog 003_page_25,Analog 003,25,story,first-page,0.029,0.026,0.282,0.02,0.353,0.019,0.192,0.043,0.035
Analog 003_page_26,Analog 003,26,art,advertisement,0.679,0.036,0.028,0.018,0.023,0.02,0.069,0.03,0.097
Analog 003_page_27,Analog 003,27,advertisement,advertisement,0.742,0.035,0.019,0.015,0.018,0.02,0.052,0.035,0.063
Analog 003_page_28,Analog 003,28,back_cover,back_cover,0.195,0.016,0.032,0.023,0.028,0.044,0.039,0.103,0.52
Kill or Be Killed 008_page_0,Kill or Be Killed 008,0,cover,cover,0.093,0.569,0.026,0.014,0.029,0.031,0.177,0.014,0.048
Kill or Be Killed 008_page_1,Kill or Be Killed 008,1,credits,credits,0.12,0.1,0.025,0.021,0.027,0.513,0.079,0.059,0.058
Kill or Be Killed 008_page_2,Kill or Be Killed 008,2,first-page,story,0.021,0.033,0.444,0.022,0.283,0.023,0.116,0.029,0.029
Kill or Be Killed 008_page_3,Kill or Be Killed 008,3,story,story,0.019,0.041,0.488,0.023,0.241,0.024,0.109,0.025,0.031
Kill or Be Killed 008_page_4,Kill or Be Killed 008,4,story,story,0.021,0.03,0.479,0.023,0.25,0.021,0.116,0.03,0.029
Kill or Be Killed 008_page_5,Kill or Be Killed 008,5,story,story,0.021,0.033,0.443,0.023,0.283,0.025,0.113,0.032,0.028
Kill or Be Killed 008_page_6,Kill or Be Killed 008,6,story,story,0.02,0.046,0.506,0.024,0.221,0.027,0.101,0.024,0.031
Kill or Be Killed 008_page_7,Kill or Be Killed 008,7,story,first-page,0.026,0.023,0.211,0.024,0.355,0.038,0.157,0.13,0.036
Kill or Be Killed 008_page_8,Kill or Be Killed 008,8,story,story,0.019,0.054,0.509,0.025,0.207,0.025,0.106,0.023,0.032
Kill or Be Killed 008_page_9,Kill or Be Killed 008,9,story,story,0.02,0.046,0.511,0.025,0.218,0.026,0.101,0.024,0.029
Kill or Be Killed 008_page_10,Kill or Be Killed 008,10,story,story,0.02,0.046,0.502,0.024,0.218,0.023,0.113,0.023,0.032
Kill or Be Killed 008_page_11,Kill or Be Killed 008,11,story,story,0.019,0.044,0.35,0.019,0.299,0.018,0.171,0.027,0.053
Kill or Be Killed 008_page_12,Kill or Be Killed 008,12,story,story,0.019,0.039,0.481,0.023,0.245,0.022,0.116,0.025,0.03
Kill or Be Killed 008_page_13,Kill or Be Killed 008,13,story,story,0.02,0.038,0.494,0.024,0.237,0.023,0.11,0.027,0.029
Kill or Be Killed 008_page_14,Kill or Be Killed 008,14,story,story,0.021,0.04,0.502,0.023,0.232,0.025,0.103,0.025,0.03
Kill or Be Killed 008_page_15,Kill or Be Killed 008,15,story,story,0.021,0.027,0.441,0.02,0.282,0.022,0.121,0.032,0.034
Kill or Be Killed 008_page_16,Kill or Be Killed 008,16,story,story,0.02,0.042,0.51,0.024,0.225,0.027,0.097,0.025,0.03
Kill or Be Killed 008_page_17,Kill or Be Killed 008,17,story,story,0.02,0.047,0.468,0.023,0.246,0.025,0.117,0.023,0.031
Kill or Be Killed 008_page_18,Kill or Be Killed 008,18,story,story,0.019,0.042,0.507,0.023,0.221,0.023,0.109,0.024,0.032
Kill or Be Killed 008_page_19,Kill or Be Killed 008,19,story,story,0.021,0.03,0.444,0.022,0.282,0.024,0.114,0.035,0.028
Kill or Be Killed 008_page_20,Kill or Be Killed 008,20,story,story,0.022,0.029,0.403,0.022,0.317,0.024,0.119,0.036,0.028
Kill or Be Killed 008_page_21,Kill or Be Killed 008,21,story,story,0.02,0.042,0.496,0.024,0.238,0.025,0.1,0.025,0.03
Kill or Be Killed 008_page_22,Kill or Be Killed 008,22,story,story,0.02,0.029,0.474,0.023,0.256,0.021,0.114,0.033,0.029
Kill or Be Killed 008_page_23,Kill or Be Killed 008,23,story,story,0.02,0.03,0.468,0.022,0.251,0.019,0.126,0.032,0.031
Kill or Be Killed 008_page_24,Kill or Be Killed 008,24,story,story,0.02,0.033,0.479,0.023,0.246,0.021,0.12,0.027,0.03
Kill or Be Killed 008_page_25,Kill or Be Killed 008,25,story,story,0.019,0.04,0.512,0.024,0.227,0.024,0.1,0.025,0.03
Kill or Be Killed 008_page_26,Kill or Be Killed 008,26,advertisement,text,0.223,0.018,0.029,0.028,0.053,0.03,0.058,0.519,0.042
Kill or Be Killed 008_page_27,Kill or Be Killed 008,27,first-page,text,0.032,0.017,0.037,0.03,0.071,0.042,0.041,0.713,0.017
Kill or Be Killed 008_page_28,Kill or Be Killed 008,28,story,first-page,0.025,0.104,0.163,0.016,0.321,0.022,0.265,0.02,0.063
Kill or Be Killed 008_page_29,Kill or Be Killed 008,29,story,cover,0.18,0.32,0.048,0.018,0.061,0.032,0.232,0.018,0.092
Kill or Be Killed 008_page_30,Kill or Be Killed 008,30,story,text,0.037,0.02,0.084,0.028,0.143,0.041,0.064,0.561,0.022
Kill or Be Killed 008_page_31,Kill or Be Killed 008,31,story,text,0.036,0.026,0.18,0.034,0.208,0.045,0.076,0.37,0.025
Kill or Be Killed 008_page_32,Kill or Be Killed 008,32,advertisement,advertisement,0.572,0.086,0.034,0.018,0.044,0.026,0.129,0.038,0.052
Kill or Be Killed 008_page_33,Kill or Be Killed 008,33,advertisement,advertisement,0.734,0.028,0.025,0.017,0.026,0.016,0.055,0.04,0.06
Kill or Be Killed 008_page_34,Kill or Be Killed 008,34,advertisement,advertisement,0.719,0.031,0.025,0.017,0.028,0.016,0.059,0.045,0.062
Kill or Be Killed 008_page_35,Kill or Be Killed 008,35,advertisement,advertisement,0.735,0.027,0.022,0.016,0.024,0.018,0.051,0.047,0.061
Kill or Be Killed 008_page_36,Kill or Be Killed 008,36,advertisement,advertisement,0.717,0.02,0.021,0.018,0.022,0.015,0.047,0.061,0.079
Kill or Be Killed 008_page_37,Kill or Be Killed 008,37,back_cover,back_cover,0.226,0.022,0.028,0.021,0.026,0.045,0.059,0.049,0.524
Rat Queens 009_page_0,Rat Queens 009,0,cover,cover,0.042,0.679,0.02,0.012,0.02,0.043,0.145,0.01,0.028
Rat Queens 009_page_1,Rat Queens 009,1,credits,credits,0.025,0.033,0.022,0.029,0.029,0.554,0.033,0.245,0.03
Rat Queens 009_page_2,Rat Queens 009,2,first-page,story,0.02,0.036,0.517,0.023,0.222,0.022,0.104,0.026,0.03
Rat Queens 009_page_3,Rat Queens 009,3,story,story,0.019,0.046,0.521,0.023,0.214,0.026,0.093,0.025,0.032
Rat Queens 009_page_4,Rat Queens 009,4,story,story,0.018,0.039,0.528,0.022,0.217,0.024,0.094,0.027,0.031
Rat Queens 009_page_5,Rat Queens 009,5,story,story,0.018,0.036,0.422,0.018,0.296,0.021,0.123,0.025,0.04
Rat Queens 009_page_6,Rat Queens 009,6,story,story,0.02,0.033,0.488,0.022,0.242,0.02,0.116,0.026,0.032
Rat Queens 009_page_7,Rat Queens 009,7,story,story,0.019,0.032,0.475,0.02,0.262,0.022,0.109,0.029,0.031
Rat Queens 009_page_8,Rat Queens 009,8,story,story,0.02,0.045,0.441,0.019,0.266,0.024,0.123,0.022,0.041
Rat Queens 009_page_9,Rat Queens 009,9,story,story,0.019,0.041,0.51,0.021,0.22,0.023,0.106,0.024,0.037
Rat Queens 009_page_10,Rat Queens 009,10,story,story,0.019,0.033,0.488,0.021,0.248,0.021,0.111,0.027,0.032
Rat Queens 009_page_11,Rat Queens 009,11,story,story,0.018,0.044,0.513,0.023,0.22,0.026,0.101,0.024,0.032
Rat Queens 009_page_12,Rat Queens 009,12,story,story,0.019,0.038,0.523,0.023,0.223,0.026,0.092,0.027,0.031
Rat Queens 009_page_13,Rat Queens 009,13,story,story,0.019,0.031,0.495,0.021,0.245,0.024,0.105,0.031,0.03
Rat Queens 009_page_14,Rat Queens 009,14,story,story,0.018,0.038,0.512,0.022,0.231,0.025,0.094,0.028,0.032
Rat Queens 009_page_15,Rat Queens 009,15,story,story,0.017,0.038,0.525,0.021,0.216,0.021,0.1,0.027,0.034
Rat Queens 009_page_16,Rat Queens 009,16,story,story,0.019,0.035,0.522,0.021,0.225,0.023,0.097,0.028,0.03
Rat Queens 009_page_17,Rat Queens 009,17,story,story,0.019,0.046,0.516,0.024,0.217,0.031,0.091,0.027,0.031
Rat Queens 009_page_18,Rat Queens 009,18,story,story,0.019,0.034,0.495,0.023,0.24,0.021,0.111,0.028,0.029
Rat Queens 009_page_19,Rat Queens 009,19,story,story,0.019,0.04,0.495,0.021,0.244,0.027,0.097,0.026,0.031
Rat Queens 009_page_20,Rat Queens 009,20,story,story,0.018,0.029,0.458,0.02,0.268,0.019,0.121,0.034,0.034
Rat Queens 009_page_21,Rat Queens 009,21,story,story,0.018,0.035,0.462,0.02,0.268,0.022,0.115,0.027,0.033
Rat Queens 009_page_22,Rat Queens 009,22,story,story,0.018,0.036,0.468,0.022,0.261,0.021,0.116,0.026,0.031
Rat Queens 009_page_23,Rat Queens 009,23,story,story,0.018,0.031,0.49,0.022,0.243,0.021,0.111,0.034,0.031
Rat Queens 009_page_24,Rat Queens 009,24,art,advertisement,0.731,0.02,0.024,0.016,0.017,0.021,0.047,0.035,0.089
Rat Queens 009_page_25,Rat Queens 009,25,first-page,story,0.03,0.04,0.38,0.015,0.261,0.06,0.101,0.029,0.084
Rat Queens 009_page_26,Rat Queens 009,26,story,story,0.043,0.051,0.219,0.015,0.175,0.17,0.08,0.047,0.2
Rat Queens 009_page_27,Rat Queens 009,27,story,story,0.071,0.038,0.229,0.015,0.188,0.103,0.105,0.04,0.211
Rat Queens 009_page_28,Rat Queens 009,28,story,back_cover,0.064,0.024,0.193,0.016,0.177,0.06,0.153,0.077,0.237
Rat Queens 009_page_29,Rat Queens 009,29,story,story,0.046,0.029,0.257,0.015,0.25,0.045,0.156,0.044,0.158
Rat Queens 009_page_30,Rat Queens 009,30,advertisement,advertisement,0.711,0.017,0.02,0.018,0.019,0.016,0.042,0.066,0.09
Rat Queens 009_page_31,Rat Queens 009,31,back_cover,back_cover,0.176,0.026,0.036,0.019,0.033,0.031,0.06,0.035,0.584
PRG2115D - Unknown_page_0,PRG2115D - Unknown,0,cover,cover,0.239,0.295,0.029,0.021,0.043,0.036,0.236,0.028,0.073
PRG2115D - Unknown_page_1,PRG2115D - Unknown,1,first-page,credits,0.023,0.067,0.021,0.013,0.022,0.745,0.028,0.034,0.048
PRG2115D - Unknown_page_2,PRG2115D - Unknown,2,story,first-page,0.024,0.083,0.252,0.021,0.333,0.075,0.149,0.029,0.035
PRG2115D - Unknown_page_3,PRG2115D - Unknown,3,story,story,0.02,0.031,0.41,0.019,0.316,0.027,0.117,0.029,0.03
PRG2115D - Unknown_page_4,PRG2115D - Unknown,4,story,first-page,0.021,0.028,0.271,0.021,0.386,0.031,0.153,0.059,0.028
PRG2115D - Unknown_page_5,PRG2115D - Unknown,5,story,first-page,0.021,0.027,0.341,0.019,0.366,0.031,0.122,0.044,0.03
PRG2115D - Unknown_page_6,PRG2115D - Unknown,6,story,first-page,0.021,0.024,0.325,0.021,0.346,0.028,0.138,0.063,0.034
PRG2115D - Unknown_page_7,PRG2115D - Unknown,7,story,story,0.019,0.025,0.361,0.016,0.351,0.024,0.128,0.036,0.04
PRG2115D - Unknown_page_8,PRG2115D - Unknown,8,credits,advertisement,0.592,0.079,0.025,0.018,0.026,0.047,0.105,0.036,0.07
PRG2115D - Unknown_page_9,PRG2115D - Unknown,9,first-page,story,0.025,0.056,0.357,0.025,0.306,0.034,0.145,0.025,0.026
PRG2115D - Unknown_page_10,PRG2115D - Unknown,10,story,story,0.02,0.045,0.486,0.022,0.242,0.031,0.097,0.024,0.034
PRG2115D - Unknown_page_11,PRG2115D - Unknown,11,story,story,0.021,0.024,0.4,0.022,0.302,0.024,0.124,0.05,0.033
PRG2115D - Unknown_page_12,PRG2115D - Unknown,12,story,story,0.019,0.027,0.413,0.019,0.302,0.021,0.131,0.032,0.036
PRG2115D - Unknown_page_13,PRG2115D - Unknown,13,story,first-page,0.019,0.042,0.321,0.017,0.354,0.022,0.157,0.022,0.046
PRG2115D - Unknown_page_14,PRG2115D - Unknown,14,story,story,0.029,0.146,0.241,0.025,0.221,0.154,0.107,0.024,0.052
PRG2115D - Unknown_page_15,PRG2115D - Unknown,15,story,story,0.019,0.032,0.453,0.02,0.279,0.024,0.113,0.028,0.032
PRG2115D - Unknown_page_16,PRG2115D - Unknown,16,story,story,0.019,0.037,0.457,0.022,0.274,0.025,0.11,0.026,0.03
PRG2115D - Unknown_page_17,PRG2115D - Unknown,17,story,first-page,0.02,0.03,0.321,0.018,0.374,0.028,0.145,0.033,0.031
PRG2115D - Unknown_page_18,PRG2115D - Unknown,18,story,story,0.019,0.028,0.374,0.018,0.336,0.023,0.137,0.03,0.034
PRG2115D - Unknown_page_19,PRG2115D - Unknown,19,story,first-page,0.023,0.026,0.288,0.022,0.359,0.026,0.172,0.053,0.03
PRG2115D - Unknown_page_20,PRG2115D - Unknown,20,story,story,0.021,0.031,0.449,0.022,0.271,0.021,0.127,0.028,0.03
PRG2115D - Unknown_page_21,PRG2115D - Unknown,21,story,story,0.019,0.036,0.451,0.021,0.27,0.021,0.125,0.026,0.031
PRG2115D - Unknown_page_22,PRG2115D - Unknown,22,story,story,0.02,0.033,0.466,0.022,0.26,0.021,0.12,0.029,0.03
PRG2115D - Unknown_page_23,PRG2115D - Unknown,23,story,story,0.018,0.033,0.486,0.021,0.238,0.02,0.119,0.028,0.036
PRG2115D - Unknown_page_24,PRG2115D - Unknown,24,story,advertisement,0.486,0.048,0.033,0.02,0.035,0.036,0.112,0.031,0.2
PRG2115D - Unknown_page_25,PRG2115D - Unknown,25,story,story,0.018,0.025,0.417,0.02,0.298,0.025,0.118,0.043,0.037
PRG2115D - Unknown_page_26,PRG2115D - Unknown,26,story,story,0.017,0.03,0.416,0.018,0.293,0.021,0.133,0.032,0.039
PRG2115D - Unknown_page_27,PRG2115D - Unknown,27,story,story,0.018,0.029,0.422,0.019,0.294,0.022,0.128,0.032,0.036
PRG2115D - Unknown_page_28,PRG2115D - Unknown,28,art,story,0.017,0.03,0.428,0.019,0.291,0.023,0.123,0.034,0.035
PRG2115D - Unknown_page_29,PRG2115D - Unknown,29,first-page,story,0.02,0.023,0.394,0.021,0.287,0.021,0.137,0.055,0.042
PRG2115D - Unknown_page_30,PRG2115D - Unknown,30,art,text,0.047,0.014,0.028,0.026,0.05,0.047,0.038,0.727,0.022
PRG2115D - Unknown_page_31,PRG2115D - Unknown,31,back_cover,advertisement,0.689,0.016,0.021,0.017,0.019,0.017,0.041,0.059,0.12
Uncanny X-Men (1963-2011) 470_page_0,Uncanny X-Men (1963-2011) 470,0,cover,cover,0.013,0.746,0.013,0.01,0.014,0.074,0.085,0.008,0.037
Uncanny X-Men (1963-2011) 470_page_1,Uncanny X-Men (1963-2011) 470,1,cover,first-page,0.02,0.039,0.321,0.017,0.371,0.04,0.126,0.034,0.034
Uncanny X-Men (1963-2011) 470_page_2,Uncanny X-Men (1963-2011) 470,2,credits,credits,0.023,0.106,0.141,0.018,0.143,0.392,0.078,0.047,0.051
Uncanny X-Men (1963-2011) 470_page_3,Uncanny X-Men (1963-2011) 470,3,first-page,story,0.018,0.051,0.484,0.02,0.233,0.034,0.098,0.027,0.036
Uncanny X-Men (1963-2011) 470_page_4,Uncanny X-Men (1963-2011) 470,4,story,first-page,0.021,0.063,0.305,0.016,0.339,0.051,0.138,0.024,0.043
Uncanny X-Men (1963-2011) 470_page_5,Uncanny X-Men (1963-2011) 470,5,story,story,0.022,0.038,0.393,0.019,0.319,0.027,0.128,0.025,0.03
Uncanny X-Men (1963-2011) 470_page_6,Uncanny X-Men (1963-2011) 470,6,story,story,0.018,0.079,0.438,0.022,0.224,0.039,0.114,0.022,0.043
Uncanny X-Men (1963-2011) 470_page_7,Uncanny X-Men (1963-2011) 470,7,story,story,0.02,0.068,0.463,0.024,0.222,0.034,0.112,0.021,0.035
Uncanny X-Men (1963-2011) 470_page_8,Uncanny X-Men (1963-2011) 470,8,story,story,0.022,0.042,0.408,0.019,0.299,0.034,0.117,0.023,0.035
Uncanny X-Men (1963-2011) 470_page_9,Uncanny X-Men (1963-2011) 470,9,story,story,0.021,0.066,0.374,0.018,0.291,0.046,0.118,0.022,0.044
Uncanny X-Men (1963-2011) 470_page_10,Uncanny X-Men (1963-2011) 470,10,story,story,0.02,0.088,0.4,0.021,0.248,0.054,0.102,0.024,0.044
Uncanny X-Men (1963-2011) 470_page_11,Uncanny X-Men (1963-2011) 470,11,story,story,0.021,0.052,0.432,0.024,0.265,0.029,0.124,0.022,0.031
Uncanny X-Men (1963-2011) 470_page_12,Uncanny X-Men (1963-2011) 470,12,story,story,0.02,0.053,0.396,0.016,0.29,0.039,0.115,0.023,0.048
Uncanny X-Men (1963-2011) 470_page_13,Uncanny X-Men (1963-2011) 470,13,story,story,0.021,0.049,0.458,0.023,0.25,0.029,0.116,0.022,0.031
Uncanny X-Men (1963-2011) 470_page_14,Uncanny X-Men (1963-2011) 470,14,story,story,0.019,0.054,0.43,0.02,0.265,0.036,0.114,0.024,0.038
Uncanny X-Men (1963-2011) 470_page_15,Uncanny X-Men (1963-2011) 470,15,story,story,0.02,0.067,0.353,0.019,0.309,0.049,0.117,0.024,0.041
Uncanny X-Men (1963-2011) 470_page_16,Uncanny X-Men (1963-2011) 470,16,story,story,0.021,0.054,0.432,0.02,0.265,0.046,0.098,0.026,0.038
Uncanny X-Men (1963-2011) 470_page_17,Uncanny X-Men (1963-2011) 470,17,story,story,0.02,0.063,0.414,0.021,0.268,0.045,0.105,0.025,0.038
Uncanny X-Men (1963-2011) 470_page_18,Uncanny X-Men (1963-2011) 470,18,story,story,0.019,0.057,0.4,0.02,0.29,0.043,0.107,0.026,0.038
Uncanny X-Men (1963-2011) 470_page_19,Uncanny X-Men (1963-2011) 470,19,story,story,0.02,0.048,0.426,0.019,0.286,0.034,0.108,0.024,0.034
Uncanny X-Men (1963-2011) 470_page_20,Uncanny X-Men (1963-2011) 470,20,story,story,0.019,0.053,0.462,0.022,0.244,0.03,0.113,0.023,0.034
Uncanny X-Men (1963-2011) 470_page_21,Uncanny X-Men (1963-2011) 470,21,back_cover,story,0.021,0.079,0.346,0.022,0.285,0.058,0.123,0.025,0.042
Baltimore The Play one shot - Unknown_page_0,Baltimore The Play one shot - Unknown,0,cover,cover,0.016,0.703,0.018,0.013,0.023,0.072,0.118,0.009,0.028
Baltimore The Play one shot - Unknown_page_1,Baltimore The Play one shot - Unknown,1,credits,credits,0.014,0.06,0.017,0.015,0.023,0.761,0.028,0.062,0.021
Baltimore The Play one shot - Unknown_page_2,Baltimore The Play one shot - Unknown,2,first-page,story,0.022,0.023,0.359,0.025,0.299,0.023,0.148,0.068,0.033
Baltimore The Play one shot - Unknown_page_3,Baltimore The Play one shot - Unknown,3,story,story,0.019,0.029,0.46,0.022,0.256,0.022,0.121,0.041,0.03
Baltimore The Play one shot - Unknown_page_4,Baltimore The Play one shot - Unknown,4,story,first-page,0.026,0.022,0.275,0.028,0.298,0.027,0.156,0.133,0.036
Baltimore The Play one shot - Unknown_page_5,Baltimore The Play one shot - Unknown,5,story,story,0.022,0.027,0.403,0.021,0.303,0.021,0.14,0.032,0.031
Baltimore The Play one shot - Unknown_page_6,Baltimore The Play one shot - Unknown,6,story,story,0.02,0.029,0.472,0.022,0.256,0.021,0.119,0.031,0.03
Baltimore The Play one shot - Unknown_page_7,Baltimore The Play one shot - Unknown,7,story,story,0.02,0.029,0.478,0.022,0.251,0.022,0.118,0.03,0.03
Baltimore The Play one shot - Unknown_page_8,Baltimore The Play one shot - Unknown,8,story,story,0.02,0.029,0.46,0.022,0.261,0.02,0.127,0.031,0.031
Baltimore The Play one shot - Unknown_page_9,Baltimore The Play one shot - Unknown,9,story,story,0.021,0.025,0.388,0.025,0.28,0.021,0.145,0.063,0.032
Baltimore The Play one shot - Unknown_page_10,Baltimore The Play one shot - Unknown,10,story,story,0.021,0.025,0.39,0.022,0.296,0.019,0.152,0.042,0.034
Baltimore The Play one shot - Unknown_page_11,Baltimore The Play one shot - Unknown,11,story,story,0.022,0.024,0.375,0.025,0.287,0.023,0.142,0.069,0.033
Baltimore The Play one shot - Unknown_page_12,Baltimore The Play one shot - Unknown,12,story,story,0.019,0.03,0.45,0.021,0.277,0.023,0.119,0.031,0.03
Baltimore The Play one shot - Unknown_page_13,Baltimore The Play one shot - Unknown,13,story,story,0.02,0.026,0.446,0.023,0.261,0.022,0.13,0.041,0.03
