identifier,book_id,page_number,ground_truth_label,predicted_label,prob_advertisement,prob_cover,prob_story,prob_textstory,prob_first-page,prob_credits,prob_art,prob_text,prob_back_cover
PRG2115D - Unknown_page_12,PRG2115D - Unknown,12,story,story,0.135,0.026,0.695,0.019,0.021,0.033,0.013,0.033,0.024
PRG2115D - Unknown_page_13,PRG2115D - Unknown,13,story,story,0.337,0.032,0.485,0.02,0.021,0.046,0.015,0.021,0.022
PRG2115D - Unknown_page_14,PRG2115D - Unknown,14,story,credits,0.185,0.142,0.266,0.025,0.024,0.286,0.022,0.02,0.031
PRG2115D - Unknown_page_15,PRG2115D - Unknown,15,story,story,0.09,0.031,0.74,0.019,0.022,0.031,0.014,0.03,0.023
PRG2115D - Unknown_page_16,PRG2115D - Unknown,16,story,story,0.091,0.034,0.735,0.019,0.022,0.035,0.015,0.025,0.023
PRG2115D - Unknown_page_17,PRG2115D - Unknown,17,story,story,0.23,0.023,0.527,0.021,0.023,0.076,0.014,0.056,0.03
PRG2115D - Unknown_page_18,PRG2115D - Unknown,18,story,story,0.155,0.025,0.653,0.019,0.022,0.046,0.013,0.041,0.026
PRG2115D - Unknown_page_19,PRG2115D - Unknown,19,story,story,0.284,0.02,0.447,0.023,0.025,0.047,0.014,0.111,0.031
PRG2115D - Unknown_page_20,PRG2115D - Unknown,20,story,story,0.124,0.028,0.713,0.019,0.021,0.029,0.013,0.03,0.023
PRG2115D - Unknown_page_21,PRG2115D - Unknown,21,story,story,0.108,0.031,0.729,0.019,0.021,0.027,0.014,0.028,0.023
PRG2115D - Unknown_page_22,PRG2115D - Unknown,22,story,story,0.105,0.029,0.73,0.019,0.02,0.027,0.013,0.033,0.023
PRG2115D - Unknown_page_23,PRG2115D - Unknown,23,story,story,0.112,0.032,0.726,0.019,0.021,0.025,0.014,0.028,0.022
PRG2115D - Unknown_page_24,PRG2115D - Unknown,24,story,advertisement,0.704,0.042,0.049,0.015,0.024,0.111,0.014,0.023,0.019
PRG2115D - Unknown_page_25,PRG2115D - Unknown,25,story,story,0.11,0.028,0.699,0.02,0.021,0.037,0.014,0.046,0.025
PRG2115D - Unknown_page_26,PRG2115D - Unknown,26,story,story,0.133,0.026,0.694,0.018,0.02,0.029,0.012,0.041,0.025
PRG2115D - Unknown_page_27,PRG2115D - Unknown,27,story,story,0.124,0.026,0.698,0.019,0.02,0.032,0.013,0.043,0.026
PRG2115D - Unknown_page_28,PRG2115D - Unknown,28,advertisement,story,0.125,0.026,0.69,0.019,0.021,0.032,0.012,0.047,0.027
PRG2115D - Unknown_page_29,PRG2115D - Unknown,29,story,story,0.144,0.026,0.596,0.023,0.028,0.032,0.015,0.105,0.031
PRG2115D - Unknown_page_30,PRG2115D - Unknown,30,advertisement,text,0.065,0.014,0.03,0.027,0.026,0.066,0.019,0.732,0.019
PRG2115D - Unknown_page_31,PRG2115D - Unknown,31,advertisement,advertisement,0.762,0.02,0.034,0.018,0.022,0.03,0.014,0.08,0.02
Uncanny X-Men (1963-2011) 470_page_0,Uncanny X-Men (1963-2011) 470,0,cover,cover,0.042,0.782,0.019,0.013,0.01,0.089,0.018,0.011,0.015
Uncanny X-Men (1963-2011) 470_page_1,Uncanny X-Men (1963-2011) 470,1,cover,story,0.143,0.03,0.642,0.02,0.024,0.068,0.014,0.035,0.025
Uncanny X-Men (1963-2011) 470_page_2,Uncanny X-Men (1963-2011) 470,2,credits,credits,0.077,0.063,0.146,0.018,0.02,0.594,0.017,0.033,0.033
Uncanny X-Men (1963-2011) 470_page_3,Uncanny X-Men (1963-2011) 470,3,story,story,0.073,0.039,0.748,0.02,0.022,0.032,0.016,0.026,0.022
Uncanny X-Men (1963-2011) 470_page_4,Uncanny X-Men (1963-2011) 470,4,story,story,0.196,0.059,0.531,0.022,0.024,0.103,0.02,0.021,0.025
Uncanny X-Men (1963-2011) 470_page_5,Uncanny X-Men (1963-2011) 470,5,story,story,0.138,0.033,0.673,0.02,0.022,0.053,0.016,0.022,0.023
Uncanny X-Men (1963-2011) 470_page_6,Uncanny X-Men (1963-2011) 470,6,story,story,0.081,0.066,0.693,0.026,0.024,0.043,0.023,0.021,0.024
Uncanny X-Men (1963-2011) 470_page_7,Uncanny X-Men (1963-2011) 470,7,story,story,0.088,0.065,0.692,0.023,0.024,0.04,0.023,0.021,0.023
Uncanny X-Men (1963-2011) 470_page_8,Uncanny X-Men (1963-2011) 470,8,story,story,0.16,0.035,0.643,0.021,0.022,0.057,0.016,0.021,0.023
Uncanny X-Men (1963-2011) 470_page_9,Uncanny X-Men (1963-2011) 470,9,story,story,0.12,0.066,0.636,0.023,0.021,0.069,0.022,0.019,0.025
Uncanny X-Men (1963-2011) 470_page_10,Uncanny X-Men (1963-2011) 470,10,story,story,0.079,0.104,0.64,0.026,0.024,0.055,0.027,0.02,0.025
Uncanny X-Men (1963-2011) 470_page_11,Uncanny X-Men (1963-2011) 470,11,story,story,0.11,0.044,0.7,0.021,0.023,0.04,0.019,0.022,0.022
Uncanny X-Men (1963-2011) 470_page_12,Uncanny X-Men (1963-2011) 470,12,story,story,0.102,0.058,0.67,0.023,0.023,0.059,0.021,0.02,0.024
Uncanny X-Men (1963-2011) 470_page_13,Uncanny X-Men (1963-2011) 470,13,story,story,0.102,0.045,0.706,0.022,0.023,0.041,0.019,0.021,0.021
Uncanny X-Men (1963-2011) 470_page_14,Uncanny X-Men (1963-2011) 470,14,story,story,0.113,0.041,0.692,0.021,0.022,0.05,0.017,0.022,0.022
Uncanny X-Men (1963-2011) 470_page_15,Uncanny X-Men (1963-2011) 470,15,story,story,0.122,0.057,0.625,0.024,0.024,0.082,0.021,0.02,0.024
Uncanny X-Men (1963-2011) 470_page_16,Uncanny X-Men (1963-2011) 470,16,story,story,0.091,0.047,0.7,0.023,0.024,0.053,0.019,0.022,0.023
Uncanny X-Men (1963-2011) 470_page_17,Uncanny X-Men (1963-2011) 470,17,story,story,0.092,0.052,0.697,0.024,0.023,0.051,0.02,0.021,0.022
Uncanny X-Men (1963-2011) 470_page_18,Uncanny X-Men (1963-2011) 470,18,story,story,0.084,0.053,0.7,0.022,0.023,0.054,0.019,0.021,0.023
Uncanny X-Men (1963-2011) 470_page_19,Uncanny X-Men (1963-2011) 470,19,story,story,0.103,0.044,0.707,0.02,0.022,0.043,0.018,0.021,0.022
Uncanny X-Men (1963-2011) 470_page_20,Uncanny X-Men (1963-2011) 470,20,story,story,0.093,0.046,0.718,0.021,0.022,0.037,0.019,0.021,0.021
Uncanny X-Men (1963-2011) 470_page_21,Uncanny X-Men (1963-2011) 470,21,advertisement,story,0.131,0.059,0.618,0.025,0.024,0.077,0.022,0.02,0.024
Baltimore The Play one shot - Unknown_page_0,Baltimore The Play one shot - Unknown,0,cover,cover,0.081,0.689,0.026,0.014,0.014,0.126,0.02,0.013,0.016
Baltimore The Play one shot - Unknown_page_1,Baltimore The Play one shot - Unknown,1,credits,credits,0.024,0.05,0.022,0.014,0.014,0.789,0.016,0.053,0.019
Baltimore The Play one shot - Unknown_page_2,Baltimore The Play one shot - Unknown,2,story,story,0.141,0.025,0.598,0.023,0.027,0.035,0.014,0.105,0.033
Baltimore The Play one shot - Unknown_page_3,Baltimore The Play one shot - Unknown,3,story,story,0.094,0.03,0.719,0.019,0.022,0.027,0.014,0.05,0.025
Baltimore The Play one shot - Unknown_page_4,Baltimore The Play one shot - Unknown,4,story,story,0.165,0.023,0.378,0.03,0.034,0.038,0.016,0.277,0.038
Baltimore The Play one shot - Unknown_page_5,Baltimore The Play one shot - Unknown,5,story,story,0.139,0.028,0.688,0.019,0.021,0.04,0.013,0.03,0.023
Baltimore The Play one shot - Unknown_page_6,Baltimore The Play one shot - Unknown,6,story,story,0.097,0.031,0.734,0.018,0.021,0.032,0.013,0.03,0.023
Baltimore The Play one shot - Unknown_page_7,Baltimore The Play one shot - Unknown,7,story,story,0.094,0.031,0.738,0.019,0.022,0.031,0.014,0.03,0.022
Baltimore The Play one shot - Unknown_page_8,Baltimore The Play one shot - Unknown,8,story,story,0.105,0.028,0.728,0.019,0.021,0.027,0.013,0.035,0.023
Baltimore The Play one shot - Unknown_page_9,Baltimore The Play one shot - Unknown,9,story,story,0.111,0.027,0.636,0.022,0.029,0.029,0.015,0.098,0.033
Baltimore The Play one shot - Unknown_page_10,Baltimore The Play one shot - Unknown,10,story,story,0.13,0.026,0.695,0.018,0.022,0.028,0.013,0.043,0.025
Baltimore The Play one shot - Unknown_page_11,Baltimore The Play one shot - Unknown,11,story,story,0.131,0.025,0.618,0.023,0.026,0.036,0.014,0.096,0.031
Baltimore The Play one shot - Unknown_page_12,Baltimore The Play one shot - Unknown,12,story,story,0.093,0.031,0.733,0.019,0.021,0.035,0.014,0.03,0.024
Baltimore The Play one shot - Unknown_page_13,Baltimore The Play one shot - Unknown,13,story,story,0.102,0.028,0.698,0.02,0.023,0.031,0.014,0.056,0.029
Baltimore The Play one shot - Unknown_page_14,Baltimore The Play one shot - Unknown,14,advertisement,story,0.128,0.028,0.686,0.019,0.022,0.041,0.014,0.039,0.023
Baltimore The Play one shot - Unknown_page_15,Baltimore The Play one shot - Unknown,15,story,story,0.101,0.028,0.717,0.02,0.023,0.028,0.014,0.045,0.026
Baltimore The Play one shot - Unknown_page_16,Baltimore The Play one shot - Unknown,16,story,story,0.084,0.035,0.744,0.02,0.022,0.028,0.016,0.029,0.022
Baltimore The Play one shot - Unknown_page_17,Baltimore The Play one shot - Unknown,17,story,story,0.117,0.026,0.693,0.019,0.023,0.037,0.013,0.045,0.027
Baltimore The Play one shot - Unknown_page_18,Baltimore The Play one shot - Unknown,18,story,story,0.115,0.028,0.717,0.018,0.02,0.032,0.013,0.034,0.023
Baltimore The Play one shot - Unknown_page_19,Baltimore The Play one shot - Unknown,19,story,story,0.122,0.026,0.687,0.019,0.023,0.033,0.013,0.05,0.028
Baltimore The Play one shot - Unknown_page_20,Baltimore The Play one shot - Unknown,20,story,story,0.158,0.024,0.591,0.023,0.027,0.034,0.014,0.097,0.032
Baltimore The Play one shot - Unknown_page_21,Baltimore The Play one shot - Unknown,21,story,story,0.107,0.03,0.727,0.019,0.021,0.031,0.014,0.027,0.023
Baltimore The Play one shot - Unknown_page_22,Baltimore The Play one shot - Unknown,22,story,story,0.095,0.032,0.74,0.019,0.021,0.027,0.014,0.031,0.023
Baltimore The Play one shot - Unknown_page_23,Baltimore The Play one shot - Unknown,23,story,story,0.166,0.023,0.339,0.03,0.032,0.044,0.016,0.309,0.04
Baltimore The Play one shot - Unknown_page_24,Baltimore The Play one shot - Unknown,24,advertisement,advertisement,0.565,0.02,0.078,0.019,0.023,0.106,0.017,0.149,0.024
Warlord of Mars 029_page_0,Warlord of Mars 029,0,cover,cover,0.119,0.724,0.031,0.017,0.017,0.031,0.028,0.015,0.019
Warlord of Mars 029_page_1,Warlord of Mars 029,1,cover,cover,0.146,0.7,0.027,0.016,0.015,0.039,0.026,0.015,0.018
Warlord of Mars 029_page_2,Warlord of Mars 029,2,credits,credits,0.028,0.044,0.019,0.017,0.015,0.762,0.017,0.078,0.02
Warlord of Mars 029_page_3,Warlord of Mars 029,3,advertisement,story,0.085,0.147,0.58,0.027,0.025,0.058,0.029,0.022,0.027
Warlord of Mars 029_page_4,Warlord of Mars 029,4,story,story,0.088,0.051,0.72,0.022,0.022,0.033,0.019,0.022,0.022
Warlord of Mars 029_page_5,Warlord of Mars 029,5,story,story,0.079,0.044,0.735,0.02,0.022,0.035,0.017,0.024,0.023
Warlord of Mars 029_page_6,Warlord of Mars 029,6,story,story,0.098,0.043,0.717,0.021,0.022,0.038,0.018,0.022,0.022
Warlord of Mars 029_page_7,Warlord of Mars 029,7,story,story,0.081,0.039,0.746,0.02,0.022,0.028,0.016,0.027,0.022
Warlord of Mars 029_page_8,Warlord of Mars 029,8,story,story,0.074,0.04,0.748,0.02,0.022,0.03,0.016,0.027,0.023
Warlord of Mars 029_page_9,Warlord of Mars 029,9,story,story,0.07,0.046,0.743,0.021,0.023,0.032,0.017,0.026,0.022
Warlord of Mars 029_page_10,Warlord of Mars 029,10,story,story,0.085,0.035,0.745,0.019,0.021,0.031,0.015,0.027,0.023
Warlord of Mars 029_page_11,Warlord of Mars 029,11,story,story,0.068,0.047,0.743,0.021,0.023,0.032,0.017,0.025,0.023
Warlord of Mars 029_page_12,Warlord of Mars 029,12,story,story,0.066,0.047,0.746,0.02,0.023,0.032,0.018,0.026,0.024
Warlord of Mars 029_page_13,Warlord of Mars 029,13,story,story,0.064,0.045,0.749,0.02,0.023,0.029,0.018,0.028,0.023
Warlord of Mars 029_page_14,Warlord of Mars 029,14,story,story,0.068,0.047,0.745,0.021,0.022,0.028,0.018,0.027,0.023
Warlord of Mars 029_page_15,Warlord of Mars 029,15,story,story,0.118,0.04,0.702,0.019,0.02,0.04,0.016,0.024,0.021
Warlord of Mars 029_page_16,Warlord of Mars 029,16,story,story,0.076,0.044,0.744,0.02,0.022,0.031,0.017,0.025,0.022
Warlord of Mars 029_page_17,Warlord of Mars 029,17,story,story,0.065,0.066,0.716,0.023,0.024,0.036,0.023,0.023,0.024
Warlord of Mars 029_page_18,Warlord of Mars 029,18,story,story,0.078,0.041,0.749,0.019,0.021,0.028,0.016,0.026,0.022
Warlord of Mars 029_page_19,Warlord of Mars 029,19,story,story,0.094,0.031,0.738,0.018,0.021,0.032,0.013,0.032,0.022
Warlord of Mars 029_page_20,Warlord of Mars 029,20,story,story,0.13,0.036,0.705,0.02,0.02,0.031,0.015,0.023,0.021
Warlord of Mars 029_page_21,Warlord of Mars 029,21,story,story,0.085,0.045,0.733,0.02,0.022,0.032,0.017,0.024,0.022
Warlord of Mars 029_page_22,Warlord of Mars 029,22,story,story,0.073,0.04,0.746,0.02,0.022,0.033,0.016,0.027,0.022
Warlord of Mars 029_page_23,Warlord of Mars 029,23,story,story,0.095,0.039,0.724,0.02,0.022,0.039,0.017,0.023,0.022
Warlord of Mars 029_page_24,Warlord of Mars 029,24,story,story,0.072,0.086,0.672,0.025,0.024,0.051,0.024,0.021,0.024
Warlord of Mars 029_page_25,Warlord of Mars 029,25,advertisement,text,0.221,0.017,0.039,0.032,0.035,0.038,0.024,0.571,0.022
Warlord of Mars 029_page_26,Warlord of Mars 029,26,advertisement,advertisement,0.576,0.244,0.032,0.018,0.022,0.047,0.021,0.02,0.019
Warlord of Mars 029_page_27,Warlord of Mars 029,27,advertisement,advertisement,0.739,0.022,0.042,0.016,0.021,0.064,0.013,0.065,0.019
Warlord of Mars 029_page_28,Warlord of Mars 029,28,story,advertisement,0.355,0.041,0.326,0.021,0.024,0.168,0.017,0.024,0.024
Warlord of Mars 029_page_29,Warlord of Mars 029,29,story,story,0.1,0.049,0.682,0.022,0.023,0.061,0.018,0.021,0.024
Warlord of Mars 029_page_30,Warlord of Mars 029,30,story,story,0.106,0.03,0.727,0.019,0.022,0.027,0.013,0.031,0.024
Warlord of Mars 029_page_31,Warlord of Mars 029,31,story,advertisement,0.502,0.032,0.3,0.019,0.023,0.064,0.017,0.021,0.022
Warlord of Mars 029_page_32,Warlord of Mars 029,32,advertisement,advertisement,0.83,0.03,0.033,0.012,0.016,0.026,0.011,0.025,0.016
Green Arrow (2016-2019) 011_page_0,Green Arrow (2016-2019) 011,0,cover,cover,0.049,0.758,0.015,0.014,0.013,0.104,0.019,0.014,0.016
Green Arrow (2016-2019) 011_page_1,Green Arrow (2016-2019) 011,1,cover,advertisement,0.832,0.024,0.033,0.012,0.016,0.024,0.011,0.031,0.016
Green Arrow (2016-2019) 011_page_2,Green Arrow (2016-2019) 011,2,advertisement,cover,0.097,0.73,0.019,0.015,0.015,0.072,0.022,0.014,0.016
Green Arrow (2016-2019) 011_page_3,Green Arrow (2016-2019) 011,3,story,story,0.072,0.036,0.744,0.019,0.023,0.039,0.015,0.029,0.024
Green Arrow (2016-2019) 011_page_4,Green Arrow (2016-2019) 011,4,story,story,0.069,0.049,0.73,0.021,0.022,0.044,0.018,0.023,0.023
Green Arrow (2016-2019) 011_page_5,Green Arrow (2016-2019) 011,5,story,story,0.087,0.049,0.716,0.022,0.022,0.042,0.018,0.022,0.022
Green Arrow (2016-2019) 011_page_6,Green Arrow (2016-2019) 011,6,story,story,0.125,0.029,0.703,0.019,0.021,0.039,0.014,0.026,0.023
Green Arrow (2016-2019) 011_page_7,Green Arrow (2016-2019) 011,7,story,story,0.111,0.031,0.724,0.018,0.02,0.032,0.013,0.028,0.023
Green Arrow (2016-2019) 011_page_8,Green Arrow (2016-2019) 011,8,story,story,0.088,0.043,0.727,0.021,0.022,0.037,0.018,0.021,0.022
Green Arrow (2016-2019) 011_page_9,Green Arrow (2016-2019) 011,9,story,story,0.091,0.048,0.713,0.022,0.023,0.041,0.019,0.021,0.022
Green Arrow (2016-2019) 011_page_10,Green Arrow (2016-2019) 011,10,story,story,0.091,0.034,0.739,0.019,0.02,0.032,0.014,0.028,0.023
Green Arrow (2016-2019) 011_page_11,Green Arrow (2016-2019) 011,11,story,story,0.072,0.053,0.728,0.022,0.024,0.034,0.021,0.022,0.024
Green Arrow (2016-2019) 011_page_12,Green Arrow (2016-2019) 011,12,story,story,0.083,0.037,0.738,0.02,0.023,0.036,0.016,0.024,0.023
Green Arrow (2016-2019) 011_page_13,Green Arrow (2016-2019) 011,13,story,advertisement,0.351,0.107,0.343,0.024,0.022,0.087,0.023,0.018,0.025
Green Arrow (2016-2019) 011_page_14,Green Arrow (2016-2019) 011,14,story,story,0.151,0.025,0.645,0.02,0.023,0.044,0.014,0.053,0.025
Green Arrow (2016-2019) 011_page_15,Green Arrow (2016-2019) 011,15,story,story,0.132,0.037,0.666,0.019,0.022,0.062,0.016,0.022,0.023
Green Arrow (2016-2019) 011_page_16,Green Arrow (2016-2019) 011,16,story,story,0.1,0.038,0.728,0.02,0.021,0.032,0.016,0.023,0.022
Green Arrow (2016-2019) 011_page_17,Green Arrow (2016-2019) 011,17,credits,credits,0.134,0.04,0.143,0.018,0.021,0.552,0.015,0.046,0.03
Green Arrow (2016-2019) 011_page_18,Green Arrow (2016-2019) 011,18,story,advertisement,0.683,0.065,0.046,0.013,0.021,0.103,0.015,0.034,0.02
Green Arrow (2016-2019) 011_page_19,Green Arrow (2016-2019) 011,19,advertisement,advertisement,0.676,0.077,0.035,0.013,0.025,0.116,0.016,0.023,0.019
Green Arrow (2016-2019) 011_page_20,Green Arrow (2016-2019) 011,20,advertisement,advertisement,0.592,0.019,0.044,0.024,0.026,0.037,0.018,0.218,0.022
Morning Glories 035_page_0,Morning Glories 035,0,credits,advertisement,0.432,0.343,0.031,0.019,0.02,0.088,0.025,0.022,0.019
Morning Glories 035_page_1,Morning Glories 035,1,cover,credits,0.068,0.051,0.026,0.014,0.017,0.741,0.015,0.048,0.02
Morning Glories 035_page_2,Morning Glories 035,2,story,story,0.076,0.045,0.74,0.021,0.023,0.031,0.018,0.025,0.022
Morning Glories 035_page_3,Morning Glories 035,3,story,story,0.077,0.046,0.734,0.022,0.023,0.035,0.018,0.023,0.023
Morning Glories 035_page_4,Morning Glories 035,4,story,story,0.118,0.031,0.715,0.019,0.021,0.034,0.014,0.025,0.022
Morning Glories 035_page_5,Morning Glories 035,5,story,story,0.101,0.035,0.728,0.019,0.022,0.035,0.015,0.023,0.022
Morning Glories 035_page_6,Morning Glories 035,6,story,story,0.081,0.049,0.729,0.022,0.023,0.033,0.019,0.022,0.022
Morning Glories 035_page_7,Morning Glories 035,7,story,story,0.078,0.039,0.748,0.02,0.022,0.03,0.016,0.026,0.023
Morning Glories 035_page_8,Morning Glories 035,8,story,story,0.087,0.04,0.733,0.021,0.023,0.033,0.017,0.023,0.022
Morning Glories 035_page_9,Morning Glories 035,9,advertisement,story,0.105,0.03,0.728,0.019,0.021,0.033,0.013,0.028,0.023
Morning Glories 035_page_10,Morning Glories 035,10,story,story,0.092,0.041,0.73,0.02,0.023,0.031,0.017,0.024,0.022
Morning Glories 035_page_11,Morning Glories 035,11,story,story,0.099,0.041,0.722,0.02,0.022,0.035,0.017,0.023,0.021
Morning Glories 035_page_12,Morning Glories 035,12,story,story,0.096,0.04,0.727,0.02,0.023,0.033,0.017,0.023,0.021
Morning Glories 035_page_13,Morning Glories 035,13,story,story,0.136,0.027,0.7,0.018,0.021,0.035,0.013,0.028,0.022
Morning Glories 035_page_14,Morning Glories 035,14,story,story,0.083,0.042,0.738,0.02,0.023,0.028,0.017,0.025,0.023
Morning Glories 035_page_15,Morning Glories 035,15,story,story,0.134,0.049,0.665,0.023,0.023,0.046,0.019,0.019,0.023
Morning Glories 035_page_16,Morning Glories 035,16,story,story,0.074,0.042,0.746,0.021,0.023,0.028,0.017,0.026,0.024
Morning Glories 035_page_17,Morning Glories 035,17,story,story,0.108,0.034,0.712,0.019,0.021,0.043,0.015,0.024,0.023
Morning Glories 035_page_18,Morning Glories 035,18,story,story,0.102,0.037,0.723,0.02,0.022,0.036,0.016,0.023,0.021
Morning Glories 035_page_19,Morning Glories 035,19,story,story,0.071,0.049,0.737,0.022,0.024,0.031,0.019,0.024,0.022
Morning Glories 035_page_20,Morning Glories 035,20,story,story,0.069,0.048,0.74,0.021,0.024,0.032,0.018,0.024,0.023
Morning Glories 035_page_21,Morning Glories 035,21,story,story,0.153,0.027,0.685,0.018,0.021,0.028,0.013,0.031,0.023
Morning Glories 035_page_22,Morning Glories 035,22,story,advertisement,0.662,0.02,0.105,0.014,0.02,0.057,0.014,0.089,0.019
Morning Glories 035_page_23,Morning Glories 035,23,story,text,0.168,0.024,0.217,0.03,0.037,0.073,0.022,0.4,0.03
Morning Glories 035_page_24,Morning Glories 035,24,advertisement,advertisement,0.716,0.104,0.029,0.016,0.022,0.055,0.019,0.021,0.018
Morning Glories 035_page_25,Morning Glories 035,25,advertisement,advertisement,0.765,0.023,0.037,0.015,0.02,0.067,0.012,0.042,0.019
Morning Glories 035_page_26,Morning Glories 035,26,advertisement,advertisement,0.726,0.057,0.029,0.016,0.024,0.081,0.018,0.03,0.02
Morning Glories 035_page_27,Morning Glories 035,27,advertisement,advertisement,0.823,0.035,0.044,0.012,0.015,0.022,0.012,0.021,0.015
Morning Glories 035_page_28,Morning Glories 035,28,advertisement,advertisement,0.796,0.022,0.032,0.014,0.019,0.04,0.012,0.047,0.017
Morning Glories 035_page_29,Morning Glories 035,29,advertisement,advertisement,0.597,0.018,0.043,0.023,0.027,0.037,0.017,0.216,0.023
Morning Glories 035_page_30,Morning Glories 035,30,advertisement,advertisement,0.78,0.021,0.035,0.015,0.02,0.033,0.013,0.065,0.019
Morning Glories 035_page_31,Morning Glories 035,31,advertisement,advertisement,0.677,0.02,0.042,0.02,0.022,0.055,0.015,0.125,0.023
witchblade issue116 - Unknown_page_0,witchblade issue116 - Unknown,0,cover,cover,0.105,0.721,0.019,0.015,0.014,0.074,0.02,0.015,0.017
witchblade issue116 - Unknown_page_1,witchblade issue116 - Unknown,1,credits,credits,0.032,0.042,0.022,0.023,0.022,0.593,0.024,0.219,0.023
witchblade issue116 - Unknown_page_2,witchblade issue116 - Unknown,2,advertisement,advertisement,0.777,0.045,0.027,0.015,0.021,0.036,0.014,0.049,0.017
witchblade issue116 - Unknown_page_3,witchblade issue116 - Unknown,3,advertisement,advertisement,0.5,0.025,0.034,0.03,0.03,0.068,0.02,0.267,0.026
witchblade issue116 - Unknown_page_4,witchblade issue116 - Unknown,4,story,story,0.188,0.029,0.651,0.018,0.02,0.03,0.014,0.029,0.021
witchblade issue116 - Unknown_page_5,witchblade issue116 - Unknown,5,story,story,0.34,0.021,0.446,0.021,0.022,0.032,0.013,0.077,0.027
witchblade issue116 - Unknown_page_6,witchblade issue116 - Unknown,6,story,advertisement,0.31,0.02,0.264,0.028,0.029,0.039,0.016,0.261,0.033
witchblade issue116 - Unknown_page_7,witchblade issue116 - Unknown,7,story,story,0.266,0.024,0.514,0.021,0.024,0.028,0.014,0.081,0.027
witchblade issue116 - Unknown_page_8,witchblade issue116 - Unknown,8,story,story,0.141,0.026,0.694,0.019,0.021,0.027,0.013,0.036,0.024
witchblade issue116 - Unknown_page_9,witchblade issue116 - Unknown,9,advertisement,text,0.151,0.018,0.145,0.034,0.031,0.05,0.017,0.522,0.031
witchblade issue116 - Unknown_page_10,witchblade issue116 - Unknown,10,story,advertisement,0.34,0.019,0.314,0.027,0.028,0.038,0.015,0.185,0.034
witchblade issue116 - Unknown_page_11,witchblade issue116 - Unknown,11,advertisement,story,0.21,0.022,0.381,0.031,0.032,0.039,0.016,0.232,0.037
witchblade issue116 - Unknown_page_12,witchblade issue116 - Unknown,12,story,story,0.179,0.024,0.619,0.021,0.024,0.028,0.013,0.065,0.027
witchblade issue116 - Unknown_page_13,witchblade issue116 - Unknown,13,story,story,0.286,0.02,0.446,0.024,0.026,0.035,0.014,0.115,0.033
witchblade issue116 - Unknown_page_14,witchblade issue116 - Unknown,14,story,story,0.208,0.022,0.334,0.032,0.032,0.041,0.016,0.278,0.036
witchblade issue116 - Unknown_page_15,witchblade issue116 - Unknown,15,advertisement,story,0.199,0.023,0.4,0.03,0.031,0.04,0.016,0.226,0.035
witchblade issue116 - Unknown_page_16,witchblade issue116 - Unknown,16,story,advertisement,0.425,0.02,0.385,0.021,0.021,0.035,0.012,0.054,0.027
witchblade issue116 - Unknown_page_17,witchblade issue116 - Unknown,17,story,story,0.293,0.02,0.508,0.021,0.023,0.028,0.013,0.066,0.027
witchblade issue116 - Unknown_page_18,witchblade issue116 - Unknown,18,story,story,0.174,0.025,0.664,0.018,0.021,0.03,0.013,0.032,0.023
witchblade issue116 - Unknown_page_19,witchblade issue116 - Unknown,19,story,story,0.157,0.023,0.656,0.02,0.022,0.032,0.012,0.051,0.026
witchblade issue116 - Unknown_page_20,witchblade issue116 - Unknown,20,story,story,0.242,0.021,0.494,0.023,0.025,0.037,0.014,0.112,0.033
witchblade issue116 - Unknown_page_21,witchblade issue116 - Unknown,21,story,story,0.241,0.022,0.383,0.028,0.029,0.046,0.015,0.2,0.036
witchblade issue116 - Unknown_page_22,witchblade issue116 - Unknown,22,story,story,0.168,0.023,0.646,0.019,0.022,0.029,0.012,0.052,0.028
witchblade issue116 - Unknown_page_23,witchblade issue116 - Unknown,23,advertisement,story,0.327,0.02,0.466,0.021,0.022,0.037,0.012,0.065,0.03
witchblade issue116 - Unknown_page_24,witchblade issue116 - Unknown,24,story,advertisement,0.652,0.021,0.194,0.017,0.018,0.04,0.011,0.026,0.021
witchblade issue116 - Unknown_page_25,witchblade issue116 - Unknown,25,advertisement,story,0.234,0.022,0.585,0.019,0.022,0.031,0.012,0.049,0.026
witchblade issue116 - Unknown_page_26,witchblade issue116 - Unknown,26,advertisement,story,0.151,0.025,0.663,0.019,0.021,0.039,0.012,0.043,0.027
witchblade issue116 - Unknown_page_27,witchblade issue116 - Unknown,27,story,story,0.196,0.024,0.628,0.019,0.021,0.036,0.012,0.037,0.026
witchblade issue116 - Unknown_page_28,witchblade issue116 - Unknown,28,advertisement,story,0.085,0.033,0.746,0.02,0.022,0.027,0.014,0.03,0.023
witchblade issue116 - Unknown_page_29,witchblade issue116 - Unknown,29,advertisement,advertisement,0.807,0.032,0.029,0.015,0.017,0.025,0.012,0.045,0.018
Rat Queens (2017-) 006_page_0,Rat Queens (2017-) 006,0,cover,cover,0.181,0.653,0.032,0.017,0.017,0.041,0.027,0.015,0.018
Rat Queens (2017-) 006_page_1,Rat Queens (2017-) 006,1,credits,credits,0.027,0.046,0.022,0.015,0.014,0.777,0.016,0.062,0.02
Rat Queens (2017-) 006_page_2,Rat Queens (2017-) 006,2,story,story,0.088,0.034,0.743,0.02,0.022,0.026,0.015,0.03,0.022
Rat Queens (2017-) 006_page_3,Rat Queens (2017-) 006,3,story,story,0.071,0.044,0.746,0.02,0.023,0.031,0.017,0.025,0.023
